source,target,weight
aqib afzaal,aarif sheikh,1
aradhana deshpande,ajay ojha,1
arbaaz ali khan,hriday shetty,1
arbaaz ali khan,shyam ramsay,1
arbaaz khan,aanand rai,1
arbaaz khan,akbar khan,1
arbaaz khan,apoorva lakhia,1
arbaaz khan,ashok kheny,1
arbaaz khan,gautam adhikari,1
arbaaz khan,hansal mehta,1
arbaaz khan,harry baweja,1
arbaaz khan,ishaan trivedi,1
arbaaz khan,jasmeet dhodhi,1
arbaaz khan,madhur bhandarkar,1
arbaaz khan,madhureeta anand,1
arbaaz khan,manish gupta,1
arbaaz khan,manjeet singh,1
arbaaz khan,meghna gulzar,1
arbaaz khan,puneet issar,1
arbaaz khan,puneet sira,1
arbaaz khan,sushen bhatnagar,1
arbaaz khan,tinnu verma,1
arbaz kadwani,sonam nair,1
archana puran singh,aditya datt,1
archana puran singh,dibakar banerjee,1
archana puran singh,harry baweja,1
archi,milind ukey,1
archi,v.g. samant,1
archit krishna,habib faisal,1
arfi lamba,ashish r. shukla,1
ariana ayam,shekhar suman,1
arif zakaria,pawan kripalani,1
arif zakaria,prabhakar shukla,1
arijit sen gupta,p. som shekar,1
arjan bajwa,maqbool khan,1
arjan bajwa,mohit suri,1
arjan bajwa,sandesh kohli,1
arjan bajwa,sohail tatari,1
arjun kapoor,abhishek varman,1
arjun kapoor,ali abbas zafar,1
arjun kapoor,atul sabharwal,1
arjun kapoor,habib faisal,1
arjun kapoor,homi adajania,1
arjun malhotra,imtiaz ali,1
arjun mathur,raaghav dar,1
arjun mathur,raja menon,1
arjun mathur,sohail tatari,1
arjun rampal,abhishek kapoor,1
arjun rampal,anubhav sinha,1
arjun rampal,apoorva lakhia,1
arjun rampal,ashok mehta,1
arjun rampal,ashu trikha,1
arjun rampal,bunty soorma,1
arjun rampal,deepak tijori,1
arjun rampal,farah khan,1
arjun rampal,farhan akhtar,1
arjun rampal,khalid mohamed,1
arjun rampal,kundan shah,1
arjun rampal,madhur bhandarkar,1
arjun rampal,naresh malhotra,1
arjun rampal,rajiv rai,1
arjun rampal,sajid khan,1
arjun rampal,satish kaushik,1
arjun rampal,siddharth malhotra,1
arjun rampal,sudhir mishra,1
arjun rampal,vikram bhatt,1
arjun rampal,vipul amrutlal shah,1
arjun rampal,vivek b agrawal,1
armaan jain,arif ali,1
armaan shahabi,indrajit singh,1
arsh deol,manoj sharma,1
arshad khan,aditya om,1
arshad warsi,ajay chandhok,1
arshad warsi,deepak s. shivdasani,1
arshad warsi,harry baweja,1
arshad warsi,indra kumar,1
arshad warsi,jaideep sen,1
arshad warsi,kabir khan,1
arshad warsi,mahesh manjrekar,1
arshad warsi,raj kaushal,1
arshad warsi,samar khan,1
arshad warsi,samir tewari,1
arshad warsi,shashanka ghosh,1
arshad warsi,siddharth anand,1
arshad warsi,subhash kapoor,1
arshad warsi,vivek agnihotri,1
art malik,rakeysh omprakash mehra,1
arun,ganesh acharya,1
arun bakshi,ashim s. samanta,1
arun bakshi,ashok tyagi,1
arun bakshi,chandersen singh,1
arun bakshi,k. ravi shankar,1
arun bakshi,rajiv s. ruia,1
arun bakshi,s.p. muneshwar,1
arun bakshi,sandesh kohli,1
arun bakshi,saurabh kabra,1
arun bali,neeraj pathak,1
arun govil,dhavala satyam,1
arun kumar,dinesh d. awasthi,1
arun mathur,kanti shah,1
aruna irani,priyadarshan,1
aruna shields,kookie v. gulati,1
aruna shields,pravesh bhardwaj,1
arunoday singh,akshay akkineni,1
arunoday singh,pooja bhatt,1
arunoday singh,sudhir mishra,1
arunoday singh,vinay shukla,1
arya babbar,kabeer kaushik,1
arya babbar,madhur bhandarkar,1
arya babbar,prashant chadha,1
arya babbar,raj kanwar,1
arya babbar,rajiv s. ruia,1
arya babbar,saurabh shukla,1
aryan singh,sisir misra,1
aryan vaid,amol shetge,1
aryan vaid,ashok tyagi,1
aryan vaid,bhabhani prasad,1
aryan vaid,surya prakash,1
aryeman ramsay,aditya datt,1
aryeman ramsay,ashok tyagi,1
aryeman ramsay,rajkumar santoshi,1
arzoo govitrikar,ankur tewari,1
arzoo govitrikar,siddharth anand kumar,1
asawari joshi,vijay sadanah,1
asha bhosle,mahesh kodiyal,1
ashay chitre,anil v. kumar,1
ashay chitre,anurag basu,1
ashima bhalla,vijay sadanah,1
ashish kattar,kittu saluja,1
ashish kotwal,aditya om,1
ashish kumar,manav kaul,1
ashish patil,manish manikpuri,1
ashish vidyarthi,manoj punj,1
ashish vidyarthi,prabhudheva,1
ashish vidyarthi,r.d. mallik,1
ashish vidyarthi,raam shetty,1
ashmit patel,aditya datt,1
ashmit patel,anurag basu,1
ashmit patel,pankaj parashar,1
ashmit patel,ramesh khatkar,1
ashmit patel,soni razdan,1
ashmit patel,vikram bhatt,1
ashney shroff,raja bundela,1
ashok banthia,akashaditya lama,1
ashok banthia,jaideep chopra,1
ashok banthia,shashanka ghosh,1
ashok beniwal,kalpana lajmi,1
ashok samarth,sanjay m. khanduri,1
ashrita agarwal,manoj sharma,1
ashutosh rana,amol shetge,1
ashutosh rana,chetan desai,1
ashutosh rana,govind menon,1
ashutosh rana,harry baweja,1
ashutosh rana,nabh kumar 'raju',1
ashutosh rana,raj kanwar,1
ashutosh rana,rajan johri,1
ashutosh rana,ravi dewan,1
ashutosh rana,saawan kumar tak,1
ashutosh rana,shashank khaitan,1
ashutosh rana,sunil tiwari,1
ashutosh rana,sushen bhatnagar,1
ashutosh rana,tigmanshu dhulia,1
ashutosh rana,yogesh bharadwaj,1
ashwin mushran,devaki singh,1
ashwin mushran,luke kenny,1
ashwini khalsekar,aditya datt,1
ashwini khalsekar,ram gopal varma,1
ashwini khalsekar,sriram raghavan,1
asif basra,abhishek kapoor,1
asif basra,chandan arora,1
asif basra,janaki vishwanathan,1
asif basra,pawan kripalani,1
asif basra,rahul dholakia,1
asif basra,rajeev kumar,1
asif basra,sandeep a. varma,1
asin,a.r. murugadoss,1
asin,anees bazmee,1
asin,ashish r. mohan,1
asin,rohit shetty,1
asin,sajid khan,1
aslam khan,b.h. tharun kumar,1
asrani,afzal khan,1
asrani,ashok tyagi,1
asrani,priyadarshan,1
asrani,puri jagannadh,1
asrani,r.d. mallik,1
asrani,raj n. sippy,1
asrani,rajeev kumar,1
asrani,rajpal yadav,1
asrani,sanjay amar,1
asrani,satish kaushik,1
asrani,shirish kunder,1
asrani,siddique,1
asrani,tabrez hashmi,1
asrani,vimal kumar,1
asseem merchant,irfan khan,1
asseem merchant,sisir misra,1
attin bhalla,ashok honda,1
atul agnihotri,k.s. adiyaman,1
atul agnihotri,rajkumar kohli,1
atul kinagi,hasnain hyderabadwala,1
atul kinagi,raksha mistry,1
atul kulkarni,aku akbar,1
atul kulkarni,eeshwar nivas,1
atul kulkarni,kushan nandy,1
atul kulkarni,priyadarshan,1
atul kulkarni,ram gopal varma,1
atul mathur,shammi chhabra,1
atul parchure,mohit suri,1
aubrey k. miller,siddharth anand,1
audhitya singh,raam shetty,1
aushima sawhney,pooja bhatt,1
aushima sawhney,rohit jugraj,1
ava mukherjee,romilla mukherjee,1
avantika,rajesh ram singh,1
avidant bhagat,aarti s. bagdi,1
avidant bhagat,amrit raj gupta,1
avijit dutt,shoojit sircar,1
avika gor,arup dutta,1
avinash,g. venugopal,1
avtar gill,aziz sejawal,1
avtar gill,birendra nath tiwari,1
avtar gill,deepak tijori,1
avtar gill,milind swamy,1
avtar gill,raj kanwar,1
avtar gill,raman kumar,1
avtar gill,sangeeth sivan,1
avtar gill,shirish kunder,1
avtar gill,sumbul gazi,1
avtar gill,vikram bhatt,1
ayaz khan,abbas tyrewala,1
ayesha jhulka,imtiaz ali,1
ayesha jhulka,rajesh kumar singh,1
ayesha jhulka,thampi kannanthanam,1
ayesha jhulka,vicky tejwani,1
ayesha kapoor,piyush jha,1
ayesha kapoor,sanjay leela bhansali,1
ayesha takia,abbas alibhai burmawalla,1
ayesha takia,ahmed khan,1
ayesha takia,anant mahadevan,1
ayesha takia,anurag kashyap,1
ayesha takia,eeshwar nivas,1
ayesha takia,imtiaz ali,1
ayesha takia,lovely singh,1
ayesha takia,mastan alibhai burmawalla,1
ayesha takia,milind ukey,1
ayesha takia,naseeruddin shah,1
ayesha takia,prabhudheva,1
ayesha takia,rohit shetty,1
ayesha takia,satish kaushik,1
ayesha takia,sujoy ghosh,1
ayub khan,farogh siddique,1
ayub khan,prakash jha,1
ayub khan,raj n. sippy,1
ayushmann khurrana,nupur asthana,1
ayushmann khurrana,rohan sippy,1
ayushmann khurrana,shoojit sircar,1
azghar,sunil agnihotri,1
bárbara mori,anurag basu,1
babbu mann,ammtoje mann,1
badrul islam,bela negi,1
badrul islam,shashanka ghosh,1
bajrangbali singh,zaid ali khan,1
balaji iyer,pramod joshi,1
balwant bansal,n. maharajan,1
banjara,amol shetge,1
barkha bisht,kaushik ghatak,1
barkha bisht,pramod joshi,1
barkha madan,sartaj singh pannu,1
barry john,bedabrata pain,1
barun sobti,adeeb rais,1
bedi,partho ghosh,1
beena banerjee,g. krishna,1
beena banerjee,k.c. bokadia,1
beena banerjee,viji p. nair,1
benjamin gilani,ajay phansekar,1
benjamin gilani,devaki singh,1
benjamin gilani,irfan khan,1
benjamin gilani,kushan nandy,1
benjamin gilani,luke kenny,1
benjamin gilani,raam shetty,1
bhagyashree,raj kanwar,1
bhairavi goswami,rajiv s. ruia,1
bhairavi goswami,sagar ballary,1
bharat dabholkar,joy augustine,1
bharat dabholkar,pooja bhatt,1
bharat dabholkar,sanjay f. gupta,1
bharat jha,faruk kabir,1
bharath niwas,kaizad gustad,1
bharati achrekar,atul agnihotri,1
bharati achrekar,hasnain hyderabadwala,1
bharati achrekar,indrajit nattooji,1
bharati achrekar,raksha mistry,1
bharati achrekar,sachin kamlakar khot,1
bharti bhatt,bela negi,1
bhavna pani,zaigham ali syed,1
bhoomika chawla,feroz abbas khan,1
bhoomika chawla,jeeva,1
bhoomika chawla,khalid mohamed,1
bhoomika chawla,rajkumar santoshi,1
bhoomika chawla,satish kaushik,1
bhumika,deepak balraj vij,1
bhumika puri,sharad sharan,1
bhushan agarwal,partho ghosh,1
bidita bag,prateek chakravorty,1
bikram saluja,hriday shetty,1
bikramjeet kanwarpal,jagdish rajpurohit,1
bilal amrohi,umesh bist,1
bipasha basu,ajay chandhok,1
bipasha basu,amit saxena,1
bipasha basu,amol shetge,1
bipasha basu,anees bazmee,1
bipasha basu,ashwini chaudhary,1
bipasha basu,g. krishna,1
bipasha basu,jehangir surti,1
bipasha basu,john mathew matthan,1
bipasha basu,madhur bhandarkar,1
bipasha basu,mahesh manjrekar,1
bipasha basu,mani shankar,1
bipasha basu,neeraj vora,1
bipasha basu,prakash jha,1
bipasha basu,priyadarshan,1
bipasha basu,rahul dholakia,1
bipasha basu,raj kanwar,1
bipasha basu,rohan sippy,1
bipasha basu,sajid khan,1
bipasha basu,sanjay gadhvi,1
bipasha basu,saurabh shukla,1
bipasha basu,siddharth anand,1
bipasha basu,sudipto chattopadhyay,1
bipasha basu,suneel darshan,1
bipasha basu,suparn verma,1
bipasha basu,tanveer khan,1
bipasha basu,vivek agnihotri,1
birbal,deepak ramsay,1
birbal,inayat mahshar,1
birbal,rahul rawail,1
birbal,sachin,1
biswajeet chatterjee,jehangir surti,1
bobby bahal,jairaj padmanabhan,1
bobby bedi,kittu saluja,1
bobby darling,deepak tijori,1
bobby darling,sangeeth sivan,1
bobby deol,anees bazmee,1
bobby deol,bunty soorma,1
bobby deol,david dhawan,1
bobby deol,eeshwar nivas,1
bobby deol,indra kumar,1
bobby deol,kabeer kaushik,1
bobby deol,mani shankar,1
bobby deol,naresh malhotra,1
bobby deol,rajeev virani,1
bobby deol,shaad ali,1
bobby deol,vikram bhatt,1
bobby khan,dinesh d. awasthi,1
boman irani,abhinay deo,1
boman irani,bela segal,1
boman irani,dibakar banerjee,1
boman irani,harry baweja,1
boman irani,homi adajania,1
boman irani,kabeer kaushik,1
boman irani,krishna d.k.,1
boman irani,nitesh tiwari,1
boman irani,onir,1
boman irani,raj nidimoru,1
boman irani,rajesh mapuskar,1
boman irani,shakun batra,1
boman irani,shivam nair,1
boman irani,subhash kapoor,1
boman irani,sujoy ghosh,1
boman irani,syed ahmed afzal,1
boman irani,vinay shukla,1
boman irani,vivek agnihotri,1
boman irani,vivek b agrawal,1
brahim achabbakhe,vishal aryan singh,1
brahim achabbakhe,vivek sharma,1
bramha,aarti s. bagdi,1
bramha,amrit raj gupta,1
brande roderick,apurva asrani,1
brande roderick,ramanjit juneja,1
brandon routh,sabir khan,1
brian dawson,abhik bhanu,1
brij gopal,t.l.v. prasad,1
brijendra kala,rahat kazmi,1
brijendra kala,ranjan shandilya,1
brijesh kori,kumar raj,1
brinda karat,shonali bose,1
brownie,sunil agnihotri,1
bruce dern,daniel adams,1
bruna abdullah,rohit dhawan,1
buali shah,c. jenner jose,1
bugs bhargava,amole gupte,1
bumpy,bumpy,1
burhan,rahul dholakia,1
c. jenner jose,c. jenner jose,1
camila bordonaba,t.l.v. prasad,1
candice boucher,prashant chadha,1
candice pereira,anu menon,1
carl marino,siddharth anand,1
carran kapur,arindam chowdhuri,1
cary elwes,nikhil advani,1
caterina lopez,ankush bhatt,1
catherine fallows,nitin raghunath,1
celina jaitly,feroz khan,1
celina jaitly,khalid mohamed,1
celina jaitly,mahesh nair,1
celina jaitly,manish sharma,1
celina jaitly,manoj tiwari,1
celina jaitly,sanjay gupta,1
celina jaitly,vikram bhatt,1
celina jaitly,yusuf khan,1
chaitanya bhosle,sharad sharan,1
chaitanya chaudhary,dev anand,1
chaitanya chaudhary,kalpana lajmi,1
chandan,ajay ojha,1
chandan anand,kittu saluja,1
chandan roy sanyal,ashish r. shukla,1
chandan roy sanyal,remo,1
chandan sanyal,anant mahadevan,1
chandrachur singh,a.s. ravindra babu,1
chandrachur singh,k. raghavendra rao,1
chari asopa,rahat kazmi,1
charlie,imtiaz punjabi,1
charulatha,manish r. khandelwal,1
chetanya adeep,rajesh kumar singh,1
chigusa takaku,aparna sen,1
chinkal,raj kumar gupta,1
chinky jaiswal,kireet khurana,1
chinmai chandranshuh,nitesh tiwari,1
chinmai chandranshuh,vikas bahl,1
chinmay kambli,sagar ballary,1
chinmay mandlekar,ajit p. bhairavkar,1
chirag jain,allyson patel,1
chirag jain,yash dave,1
chirag paswan,tanveer khan,1
chitrak bandyopadhyay,shubh,1
chitrangda singh,kapil sharma,1
chitrapama,rajesh kumar singh,1
chittaranjan giri,dinesh d. awasthi,1
'chiyaan' vikram,bejoy nambiar,1
'chiyaan' vikram,mani ratnam,1
christopher lloyd,nikhil advani,1
chunky pandey,apoorva lakhia,1
chunky pandey,manoj tiwari,1
chunky pandey,pankaj advani,1
chunky pandey,shibu mitra,1
chunky pandey,vivek b agrawal,1
chutki,rajiv chilaka,1
claudia ciesla,anand kumar,1
cleo isaacs,raj n. sippy,1
clive standen,vipul amrutlal shah,1
coral beed,ketan mehta,1
crystal,anubhav sinha,1
cyrus broacha,abhishek sharma,1
cyrus broacha,krishna d.k.,1
cyrus broacha,raj nidimoru,1
cyrus sahukar,rajshree ojha,1
cyrus sahukar,sahil sangha,1
d. santosh,rajkumar santoshi,1
dadhi raj,praveen kumar,1
daisy,rajiv s. ruia,1
daisy irani,bela segal,1
daisy irani,harryy w. fernaandes,1
dalip tahil,anurag singh,1
dalip tahil,sanjay soorkar,1
daman baggan,kaushik ghatak,1
danny denzongpa,mani shankar,1
danny denzongpa,milan luthria,1
danny denzongpa,naeem sha,1
danny denzongpa,siddharth anand,1
danny sura,adeeb rais,1
dara singh,imtiaz ali,1
darshan jariwala,anil mehta,1
darshan jariwala,dharam prakash,1
darshan jariwala,feroz abbas khan,1
darshan jariwala,sanjay gadhvi,1
darshan jariwala,shakur sir,1
darshan jariwala,suparn verma,1
darshan kumaar,omung kumar,1
darshan kumar,omung kumar,1
darsheel safary,aamir khan,1
darsheel safary,amole gupte,1
darsheel safary,priyadarshan,1
david bueno,ram gopal varma,1
david bueno,vivek sharma,1
david carradine,daniel adams,1
dean alexandrou,saurabh varma,1
deb mukherjee,vishal bhardwaj,1
deeksha,dinkar kapur,1
deeksha seth,arif ali,1
deep dhillon,deepak s. shivdasani,1
deepak arora,vickrant mahajan,1
deepak bandhu,raja bundela,1
deepak bhatia,chandersen singh,1
deepak chadha,raj purohit,1
deepak dobriyal,aanand rai,1
deepak dobriyal,anurag kashyap,1
deepak dobriyal,bela negi,1
deepak dobriyal,mrigdeep singh lamba,1
deepak dobriyal,prakash saini,1
deepak dobriyal,rajesh. k.,1
deepak dobriyal,ram gopal varma,1
deepak jethi,v. menon,1
deepak tijori,kabir sadanand,1
deepal shaw,mohit suri,1
deepal shaw,neeraj pandey,1
deepika padukone,abbas alibhai burmawalla,1
deepika padukone,ashutosh gowariker,1
deepika padukone,ayan mukherjee,1
deepika padukone,danish aslam,1
deepika padukone,farah khan,1
deepika padukone,imtiaz ali,1
deepika padukone,mastan alibhai burmawalla,1
deepika padukone,nikhil advani,1
deepika padukone,pradeep sarkar,1
deepika padukone,prakash jha,1
deepika padukone,rohit shetty,1
deepika padukone,sajid khan,1
deepika padukone,sanjay leela bhansali,1
deepika padukone,siddharth anand,1
deepika padukone,vijay lalwani,1
deepraj rana,vikram bhatt,1
deepti naval,ashok nanda,1
deepti naval,avinash kumar singh,1
deepti naval,shekhar suman,1
deepti pujari,gurmmeet singh,1
delhi ganesh,k. shankar,1
delnaaz irani,kireet khurana,1
delnaaz irani,satish kaushik,1
delzad hiwale,bedabrata pain,1
delzad hiwale,sanjivan lal,1
denise richards,sabir khan,1
dev gohar,varun middha,1
devansh doshi,kushal ruia,1
devaraj,kanti shah,1
devasish ray,manan katohora,1
deven bhojani,rajiv mehra,1
devender chaudhary,jaideep chopra,1
devraj das,shantanu ray chhibber,1
devraj das,sheershak anand,1
devshi khanduri,dev anand,1
devyani,makrand deshpande,1
dhanshree jain,manjeet singh,1
dhanush,aanand rai,1
dharmendra,anil kumar sharma,1
dharmendra,anil sharma,1
dharmendra,anurag basu,1
dharmendra,deepak balraj vij,1
dharmendra,hema malini,1
dharmendra,ravi sharma shankar,1
dharmendra,sangeeth sivan,1
dharmendra,sriram raghavan,1
dhaval barbhaya,sujoy ghosh,1
dheeraj miglani,shankhadeep,1
dhritiman chatterjee,sujoy ghosh,1
dhruv ganesh,aditya datt,1
dia mirza,ajai sinha,1
dia mirza,amol shetge,1
dia mirza,anil devgan,1
dia mirza,anurag basu,1
dia mirza,ashu trikha,1
dia mirza,deepak ramsay,1
dia mirza,eeshwar nivas,1
dia mirza,gautham menon,1
dia mirza,kabeer kaushik,1
dia mirza,khalid mohamed,1
dia mirza,pankaj parashar,1
dia mirza,pradeep sarkar,1
dia mirza,reema kagti,1
dia mirza,sahil sangha,1
dia mirza,suparn verma,1
dibyendu bhattacharya,anurag kashyap,1
digvijay deshmukh,abhishek kapoor,1
dilip prabhavalkar,ajay phansekar,1
dilip prabhavalkar,ajay varma,1
dilyana bouklieva,vipul amrutlal shah,1
dimple,kanti shah,1
dimple kapadia,abhinav kashyap,1
dimple kapadia,gurmmeet singh,1
dimple kapadia,homi adajania,1
dimple kapadia,hriday shetty,1
dimple kapadia,kompin kemgumnird,1
dimple kapadia,nikhil advani,1
dimple kapadia,pankaj parashar,1
dimple kapadia,ravi sharma shankar,1
dimple kapadia,v.k. prakash,1
dimple kapadia,zoya akhtar,1
dinesh bawara,sunil pal,1
dinesh hingoo,a. muthu,1
dinesh hingoo,ashok tyagi,1
dinesh hingoo,indra kumar,1
dinesh hingoo,pramod mandloi,1
dinesh hingoo,puneet sira,1
dinesh hingoo,ravi sharma shankar,1
dinesh hingoo,ravi sinha,1
dino morea,amol shetge,1
dino morea,anant mahadevan,1
dino morea,dharmesh darshan,1
dino morea,hriday shetty,1
dino morea,jugal hansraj,1
dino morea,mahesh manjrekar,1
dino morea,neeraj pathak,1
dino morea,satish kaushik,1
dino morea,saurabh shukla,1
dino morea,shrey srivastava,1
dino morea,tinnu verma,1
dino morea,vikram chopra,1
dipannita sharma,akshay akkineni,1
dipannita sharma,maneesh sharma,1
dipannita sharma,mani shankar,1
dipannita sharma,partho mitra,1
dipannita sharma,sanjay bhatia,1
dipti bhatnagar,rajan johri,1
divji handa,nitesh tiwari,1
divji handa,vikas bahl,1
divya desai,yogesh bharadwaj,1
divya divedi,ramesh modi,1
divya divedi,sunil agnihotri,1
divya dutta,ajay devgn,1
divya dutta,ajay yadav,1
divya dutta,anant balani,1
divya dutta,anil mehta,1
divya dutta,antara mali,1
divya dutta,arup dutta,1
divya dutta,dev anand,1
divya dutta,j.d. chakravarthi,1
divya dutta,jennifer chambers lynch,1
divya dutta,prabhakar shukla,1
divya dutta,raj kaushal,1
divya dutta,sanjay jha,1
divya dutta,satchit puranik,1
divya dutta,sonam nair,1
divya dutta,srinivas bhashyam,1
divya dutta,sushen bhatnagar,1
divya dutta,vikram pradhan,1
divya jagdale,soumik sen,1
divya khosla,anil sharma,1
divya palat,shyam ramsay,1
divyendu sharma,ravindra gautam,1
dolly,pradeep maini,1
dolly ahluwalia,shoojit sircar,1
doorva tripathi,sonam nair,1
dunger,wilson louis,1
durgesh kumar,imtiaz ali,1
durgesh nandni,jitendra chawda,1
ehsaan qureshi,raj pendurkar,1
ehsan khan,sahil seth,1
ehsan khan,tanuja chandra,1
ehsan khan,tarique khan,1
eijaz khan,chandrakant kulkarni,1
eijaz khan,shammi chhabra,1
ekavali khanna,chandra prakash dwivedi,1
elahe hiptoola,nagesh kukunoor,1
elidh macqueen,ashu trikha,1
elissa brentano,puneet issar,1
elli avram,saurabh varma,1
emma brown garett,samir karnik,1
emma bunton,hriday shetty,1
emraan hashmi,ashwini chaudhary,1
emraan hashmi,dibakar banerjee,1
emraan hashmi,kannan iyer,1
emraan hashmi,madhur bhandarkar,1
emraan hashmi,manish sharma,1
emraan hashmi,raj kumar gupta,1
emraan hashmi,renzil d'silva,1
emraan hashmi,shamin desai,1
erica fernandes,nila madhab panda,1
erik a. nanda,manikya raju,1
esha deol,anil v. kumar,1
esha deol,anurag basu,1
esha deol,arjun sablok,1
esha deol,ashwani dhir,1
esha deol,david dhawan,1
esha deol,harry baweja,1
esha deol,indra kumar,1
esha deol,k. subhash,1
esha deol,kookie v. gulati,1
esha deol,sangeeth sivan,1
esha deol,sanjay chhel,1
esha deol,sanjay gadhvi,1
esha deol,vikram bhatt,1
esha gupta,kunal deshmukh,1
esha gupta,prakash jha,1
esha gupta,vikram bhatt,1
ettienne couthino,kushal ruia,1
eva grover,rajiv s. ruia,1
faheem ul haq,aziz naser,1
faisal khan,yogesh bharadwaj,1
faith,ashfaque makrani,1
fanny carbonnel,prem soni,1
farah khan,farah khan,1
faraha khan,iqbal raj,1
fardeen khan,ahathian,1
fardeen khan,anees bazmee,1
fardeen khan,anupam kher,1
fardeen khan,david dhawan,1
fardeen khan,eeshwar nivas,1
fardeen khan,feroz khan,1
fardeen khan,govind nihalani,1
fardeen khan,indra kumar,1
fardeen khan,ken ghosh,1
fardeen khan,kookie v. gulati,1
fardeen khan,mehul kumar,1
fardeen khan,mudassar aziz,1
fardeen khan,rajat mukherjee,1
fardeen khan,rohit shetty,1
fardeen khan,sajid khan,1
fardeen khan,surya s.j.,1
farhan,ashfaque makrani,1
farhan akhtar,abhishek kapoor,1
farhan akhtar,rakeysh omprakash mehra,1
farhan akhtar,saket chaudhary,1
farhan akhtar,vijay lalwani,1
farid amiri,t.l.v. prasad,1
farida dadi,arshad khan,1
farida jalal,abbas alibhai burmawalla,1
farida jalal,abhishek kapoor,1
farida jalal,adi irani,1
farida jalal,anees bazmee,1
farida jalal,anil kumar sharma,1
farida jalal,k.c. bokadia,1
farida jalal,mastan alibhai burmawalla,1
farida jalal,nagesh kukunoor,1
farida jalal,puneet issar,1
farida jalal,rajiv mehra,1
farida jalal,ravi sharma shankar,1
farida jalal,samir karnik,1
farida jalal,shiva rindan,1
farida jalal,shree narayan singh,1
farooq shaikh,avinash kumar singh,1
farooq shaikh,hema malini,1
farooq shaikh,mahesh nair,1
farooq shaikh,mrityunjay devvrat,1
farooq shaikh,sanjay puransingh chauhan,1
farooq shaikh,sanjay tripathy,1
farooq shaikh,shona urvashi,1
farooq shaikh,syed ahmed afzal,1
farrukh jaffar,anusha rizvi,1
farrukh jaffar,mahmood farooqui,1
feroz,kanti shah,1
feroz khan,feroz khan,1
ferzad jehani,ram gopal varma,1
frank m. ahearn,ajay yadav,1
frank m. ahearn,amol shetge,1
freddy daruwala,a.r. murugadoss,1
gaelyn mendonca,rohan sippy,1
gagan,g. venugopal,1
gajendra chouhan,imran khan,1
gajendra chouhan,mahesh vaijnath doijode,1
gajendra chouhan,mohan savalkar,1
gajendra chouhan,suneel darshan,1
ganesh acharya,rajiv s. ruia,1
ganesh acharya,remo,1
ganesh yadav,nabh kumar 'raju',1
ganesh yadav,ram gopal varma,1
gary castro churchwell,rahul rawail,1
gary tantony,dhavala satyam,1
gauhar khan,habib faisal,1
gauhar khan,shimit amin,1
gaurav bajaj,savin tuscano,1
gaurav chanana,prem soni,1
gaurav chanana,sandesh kohli,1
gaurav chopra,gorky,1
gaurav dixit,rakesh parmaar,1
gaurav kapoor,pavan kaul,1
gaurav kapoor,varun khanna,1
gauri karnik,ajai sinha,1
gautam babbar,pradeep sarkar,1
gautam mehra,luv ranjan,1
gautam rode,ram gopal varma,1
gavie chahal,shyam ramsay,1
gayatri,kumar jay,1
gayatri joshi,ashutosh gowariker,1
gayatri patel bahl,aarif sheikh,1
geeta basra,aditya datt,1
geeta basra,hasnain hyderabadwala,1
geeta basra,raksha mistry,1
geeta basra,samir tewari,1
genelia d'souza,abbas tyrewala,1
genelia d'souza,ken ghosh,1
genelia d'souza,mandeep kumar,1
genelia d'souza,nishikant kamat,1
genelia d'souza,priyadarshan,1
genelia d'souza,sohail khan,1
gerald brodin,puneet issar,1
ghanshyam rohera,harinam singh,1
girija oak,shashi sudigala,1
girish karnad,kabir khan,1
girish taurani,prabhudheva,1
gopi desai,ruchi narain,1
govind namdeo,ajay varma,1
govind namdeo,deepak balraj vij,1
govind namdeo,dilip shankar,1
govind namdeo,madhur bhandarkar,1
govind namdeo,r. anand kumar,1
govind namdeo,varun khanna,1
govinda,a.s. ravindra babu,1
govinda,aziz sejawal,1
govinda,deepak sareen,1
govinda,ganesh acharya,1
govinda,jag mundhra,1
govinda,k. raghavendra rao,1
govinda,kirti kumar,1
govinda,mani ratnam,1
govinda,manoj agrawal,1
govinda,priyadarshan,1
govinda,rajat rawail,1
govinda,rajeev kumar,1
govinda,shaad ali,1
gracy singh,ashutosh gowariker,1
gracy singh,gautam adhikari,1
gracy singh,honey irani,1
gracy singh,indrajit singh,1
gracy singh,prakash jha,1
gracy singh,rahat kazmi,1
gracy singh,rajkumar hirani,1
gracy singh,rohit manash,1
gracy singh,rohit nayyar,1
gracy singh,sisir misra,1
greg heffernan,shirish kunder,1
gul panag,alankrita shrivastava,1
gul panag,ashwini chaudhary,1
gul panag,manoj tiwari,1
gul panag,nagesh kukunoor,1
gul panag,navdeep singh,1
gul panag,parvati balagopalan,1
gul panag,rajeev nath,1
gul panag,ram gopal varma,1
gulfam khan,nagesh kukunoor,1
gulshan devaiah,bejoy nambiar,1
gulshan devaiah,vivek agnihotri,1
gulshan grover,adi irani,1
gulshan grover,amit saxena,1
gulshan grover,anant mahadevan,1
gulshan grover,anubhav sinha,1
gulshan grover,anurag basu,1
gulshan grover,chander sharma,1
gulshan grover,chandrakant singh,1
gulshan grover,deepak tijori,1
gulshan grover,divya khosla,1
gulshan grover,hansal mehta,1
gulshan grover,kaizad gustad,1
gulshan grover,pankaj parashar,1
gulshan grover,pooja bhatt,1
gulshan grover,prakash jha,1
