,imdbid,metrics_x,actors,metrics_y,directors
1366,tt0443208,actor3,himanshu malik,director1,himanshu brahmbhatt
1367,tt0443208,actor4,shyamoli varma,director1,himanshu brahmbhatt
1368,tt0443331,actor1,kareena kapoor,director1,satish kaushik
1369,tt0443331,actor2,shahid kapoor,director1,satish kaushik
1370,tt0443331,actor3,aarti chhabria,director1,satish kaushik
1371,tt0443331,actor4,delnaaz irani,director1,satish kaushik
1372,tt0443594,actor1,urmila matondkar,director1,shripal morakhia
1373,tt0443594,actor2,anuj sawhney,director1,shripal morakhia
1374,tt0443594,actor3,malavikka,director1,shripal morakhia
1375,tt0443594,actor4,amardeep jha,director1,shripal morakhia
1376,tt0443708,actor1,konkona sen sharma,director1,madhur bhandarkar
1377,tt0443708,actor2,atul kulkarni,director1,madhur bhandarkar
1378,tt0443708,actor3,sandhya mridul,director1,madhur bhandarkar
1379,tt0443708,actor4,tara sharma,director1,madhur bhandarkar
1380,tt0444767,actor1,bobby deol,director1,suneel darshan
1381,tt0444767,actor2,bipasha basu,director1,suneel darshan
1382,tt0444767,actor3,priyanka chopra,director1,suneel darshan
1383,tt0444767,actor4,gajendra chouhan,director1,suneel darshan
1384,tt0444769,actor1,ajay devgn,director1,anil devgan
1385,tt0444769,actor2,sunil shetty,director1,anil devgan
1386,tt0444769,actor3,priyanka chopra,director1,anil devgan
1387,tt0444769,actor4,dia mirza,director1,anil devgan
1388,tt0444781,actor1,akshay kumar,director1,vikram bhatt
1389,tt0444781,actor2,sunil shetty,director1,vikram bhatt
1390,tt0444781,actor3,shahid kapoor,director1,vikram bhatt
1391,tt0444781,actor4,rimi sen,director1,vikram bhatt
1392,tt0444820,actor1,shilpa shetty,director1,deepak tijori
1393,tt0444820,actor2,manoj bajpayee,director1,deepak tijori
1394,tt0444820,actor3,shamita shetty,director1,deepak tijori
1395,tt0444820,actor4,parmeet sethi,director1,deepak tijori
1396,tt0444840,actor1,akshay kumar,director1,raj kanwar
1397,tt0444840,actor2,katrina kaif,director1,raj kanwar
1398,tt0444840,actor3,bipasha basu,director1,raj kanwar
1399,tt0444840,actor4,bhagyashree,director1,raj kanwar
1400,tt0444849,actor1,john abraham,director1,sanjay f. gupta
1401,tt0444849,actor2,priyanka chopra,director1,sanjay f. gupta
1402,tt0444849,actor3,bharat dabholkar,director1,sanjay f. gupta
1403,tt0444849,actor4,vishwajeet pradhan,director1,sanjay f. gupta
1404,tt0444874,actor1,ajay devgn,director1,harry baweja
1405,tt0444874,actor2,sushmita sen,director1,harry baweja
1406,tt0444874,actor3,esha deol,director1,harry baweja
1407,tt0444874,actor4,anupam kher,director1,harry baweja
1408,tt0444913,actor1,ajay devgn,director1,mani shankar
1409,tt0444913,actor2,bobby deol,director1,mani shankar
1410,tt0444913,actor3,sanjay dutt,director1,mani shankar
1411,tt0444913,actor4,sunil shetty,director1,mani shankar
1412,tt0444915,actor1,sanjay dutt,director1,anubhav sinha
1413,tt0444915,actor2,ameesha patel,director1,anubhav sinha
1414,tt0444915,actor3,jayapradha,director1,anubhav sinha
1415,tt0444915,actor4,gulshan grover,director1,anubhav sinha
1416,tt0445022,actor1,bobby deol,director1,vikram bhatt
1417,tt0445022,actor2,lara dutta,director1,vikram bhatt
1418,tt0445022,actor3,milind gunaji,director1,vikram bhatt
1419,tt0445022,actor4,shakti kapoor,director1,vikram bhatt
1420,tt0445056,actor1,neha dhupia,director1,ashu trikha
1421,tt0445056,actor2,elidh macqueen,director1,ashu trikha
1422,tt0445056,actor3,niju mavani,director1,ashu trikha
1423,tt0445056,actor4,nares ngamseera,director1,ashu trikha
1424,tt0447235,actor1,chaitanya bhosle,director1,sharad sharan
1425,tt0447235,actor2,sherrin verghese,director1,sharad sharan
1426,tt0447235,actor3,bhumika puri,director1,sharad sharan
1427,tt0447235,actor4,aparna kumesh,director1,sharad sharan
1428,tt0447890,actor1,aryan vaid,director1,jay prakash
1429,tt0447890,actor1,aryan vaid,director2,surya prakash
1430,tt0447890,actor2,manisha koirala,director1,jay prakash
1431,tt0447890,actor2,manisha koirala,director2,surya prakash
1432,tt0447890,actor3,preeti jhangiani,director1,jay prakash
1433,tt0447890,actor3,preeti jhangiani,director2,surya prakash
1434,tt0447890,actor4,sharad s. kapoor,director1,jay prakash
1435,tt0447890,actor4,sharad s. kapoor,director2,surya prakash
1436,tt0448121,actor1,vinod pande,director1,vinod pande
1437,tt0448121,actor2,shiney ahuja,director1,vinod pande
1438,tt0448121,actor3,seema rahmani,director1,vinod pande
1439,tt0448206,actor1,amitabh bachchan,director1,shaad ali
1440,tt0448206,actor2,rani mukerji,director1,shaad ali
1441,tt0448206,actor3,abhishek bachchan,director1,shaad ali
1442,tt0448206,actor4,kiran juneja,director1,shaad ali
1443,tt0449189,actor1,urmila matondkar,director1,pankaj parashar
1444,tt0449189,actor2,ashmit patel,director1,pankaj parashar
1445,tt0449189,actor3,dimple kapadia,director1,pankaj parashar
1446,tt0449189,actor4,raj babbar,director1,pankaj parashar
1447,tt0449228,actor1,akshay kumar,director1,suneel darshan
1448,tt0449228,actor2,bobby deol,director1,suneel darshan
1449,tt0449228,actor3,kareena kapoor,director1,suneel darshan
1450,tt0449228,actor4,lara dutta,director1,suneel darshan
1451,tt0449306,actor1,salman khan,director1,radhika rao
1452,tt0449306,actor1,salman khan,director2,vinay sapru
1453,tt0449306,actor2,sneha ullal,director1,radhika rao
1454,tt0449306,actor2,sneha ullal,director2,vinay sapru
1455,tt0449306,actor3,mithun chakraborty,director1,radhika rao
1456,tt0449306,actor3,mithun chakraborty,director2,vinay sapru
1457,tt0449306,actor4,kader khan,director1,radhika rao
1458,tt0449306,actor4,kader khan,director2,vinay sapru
1459,tt0449389,actor1,fardeen khan,director1,david dhawan
1460,tt0449389,actor2,zayed khan,director1,david dhawan
1461,tt0449389,actor3,sharman joshi,director1,david dhawan
1462,tt0449389,actor4,esha deol,director1,david dhawan
1463,tt0449870,actor1,bipasha basu,director1,saurabh shukla
1464,tt0449870,actor2,dino morea,director1,saurabh shukla
1465,tt0449870,actor3,preeti jhangiani,director1,saurabh shukla
1466,tt0449870,actor4,irrfan khan,director1,saurabh shukla
1467,tt0449982,actor1,romit raaj,director1,kushan nandy
1468,tt0449982,actor2,anjana sukhani,director1,kushan nandy
1469,tt0449982,actor3,benjamin gilani,director1,kushan nandy
1470,tt0449982,actor4,tanvi azmi,director1,kushan nandy
1471,tt0449994,actor1,hrithik roshan,director1,ashutosh gowariker
1472,tt0449994,actor2,aishwarya rai bachchan,director1,ashutosh gowariker
1473,tt0449994,actor3,sonu sood,director1,ashutosh gowariker
1474,tt0449994,actor4,poonam sinha,director1,ashutosh gowariker
1475,tt0449999,actor1,shah rukh khan,director1,karan johar
1476,tt0449999,actor2,rani mukerji,director1,karan johar
1477,tt0449999,actor3,amitabh bachchan,director1,karan johar
1478,tt0449999,actor4,preity zinta,director1,karan johar
1479,tt0451631,actor1,ajay devgn,director1,prakash jha
1480,tt0451631,actor2,nana patekar,director1,prakash jha
1481,tt0451631,actor3,bipasha basu,director1,prakash jha
1482,tt0451631,actor4,ayub khan,director1,prakash jha
1483,tt0451639,actor1,rekha,director1,govind menon
1484,tt0451639,actor2,mallika sherawat,director1,govind menon
1485,tt0451639,actor3,paresh rawal,director1,govind menon
1486,tt0451639,actor4,satish shah,director1,govind menon
1487,tt0451787,actor1,salman khan,director1,priyadarshan
1488,tt0451787,actor2,kareena kapoor,director1,priyadarshan
1489,tt0451787,actor3,rimi sen,director1,priyadarshan
1490,tt0451787,actor4,jackie shroff,director1,priyadarshan
1491,tt0451803,actor1,salman khan,director1,david dhawan
1492,tt0451803,actor2,sushmita sen,director1,david dhawan
1493,tt0451803,actor3,katrina kaif,director1,david dhawan
1494,tt0451803,actor4,sohail khan,director1,david dhawan
1495,tt0451824,actor1,anil kapoor,director1,jijy philip
1496,tt0451824,actor2,suchitra krishnamoorthi,director1,jijy philip
1497,tt0451824,actor3,nandana sen,director1,jijy philip
1498,tt0451824,actor4,rajesh tandon,director1,jijy philip
1499,tt0451833,actor1,anil kapoor,director1,anees bazmee
1500,tt0451833,actor2,salman khan,director1,anees bazmee
1501,tt0451833,actor3,fardeen khan,director1,anees bazmee
1502,tt0451833,actor4,bipasha basu,director1,anees bazmee
1503,tt0451850,actor1,shah rukh khan,director1,amol palekar
1504,tt0451850,actor2,anupam kher,director1,amol palekar
1505,tt0451850,actor3,rani mukerji,director1,amol palekar
1506,tt0451850,actor4,amitabh bachchan,director1,amol palekar
1507,tt0451919,actor1,abhay deol,director1,imtiaz ali
1508,tt0451919,actor2,ayesha takia,director1,imtiaz ali
1509,tt0451919,actor3,ayesha jhulka,director1,imtiaz ali
1510,tt0451919,actor4,apoorva jha,director1,imtiaz ali
1511,tt0451983,actor1,emraan hashmi,director1,mohit suri
1512,tt0451983,actor2,shamita shetty,director1,mohit suri
1513,tt0451983,actor3,udita goswami,director1,mohit suri
1514,tt0451983,actor4,sameer kochhar,director1,mohit suri
1515,tt0453582,actor1,juhi chawla,director1,ishaan trivedi
1516,tt0453582,actor2,irrfan khan,director1,ishaan trivedi
1517,tt0453582,actor3,manoj pahwa,director1,ishaan trivedi
1518,tt0453582,actor4,nina kulkarni,director1,ishaan trivedi
1519,tt0453671,actor1,akshay kumar,director1,priyadarshan
1520,tt0453671,actor2,john abraham,director1,priyadarshan
1521,tt0453671,actor3,paresh rawal,director1,priyadarshan
1522,tt0453671,actor4,rimi sen,director1,priyadarshan
1523,tt0453729,actor1,naseeruddin shah,director1,nagesh kukunoor
1524,tt0453729,actor2,girish karnad,director1,nagesh kukunoor
1525,tt0453729,actor3,shreyas talpade,director1,nagesh kukunoor
1526,tt0453729,actor4,shweta prasad,director1,nagesh kukunoor
1527,tt0453748,actor1,arshad warsi,director1,samar khan
1528,tt0453748,actor2,mahima chaudhry,director1,samar khan
1529,tt0453748,actor3,parvin dabas,director1,samar khan
1530,tt0453748,actor4,sandhya mridul,director1,samar khan
1531,tt0454396,actor1,sohail khan,director1,abhishek kapoor
1532,tt0454396,actor2,sneha ullal,director1,abhishek kapoor
1533,tt0454396,actor3,inder kumar,director1,abhishek kapoor
1534,tt0454396,actor4,farida jalal,director1,abhishek kapoor
1535,tt0454429,actor1,sushmita sen,director1,kalpana lajmi
1536,tt0454429,actor2,mithun chakraborty,director1,kalpana lajmi
1537,tt0454429,actor3,anuj sawhney,director1,kalpana lajmi
1538,tt0454429,actor4,ila arun,director1,kalpana lajmi
1539,tt0456144,actor1,sanjay dutt,director1,rajkumar hirani
1540,tt0456144,actor2,arshad warsi,director1,rajkumar hirani
1541,tt0456144,actor3,vidya balan,director1,rajkumar hirani
1542,tt0456144,actor4,boman irani,director1,rajkumar hirani
1543,tt0456165,actor1,saif ali khan,director1,siddharth anand
1544,tt0456165,actor2,preity zinta,director1,siddharth anand
1545,tt0456165,actor3,arshad warsi,director1,siddharth anand
1546,tt0456165,actor4,tania zaetta,director1,siddharth anand
1547,tt0456413,actor1,sunil shetty,director1,vikram chopra
1548,tt0456413,actor2,sohail khan,director1,vikram chopra
1549,tt0456413,actor3,zayed khan,director1,vikram chopra
1550,tt0456413,actor4,dino morea,director1,vikram chopra
1551,tt0456481,actor1,salman khan,director1,shirish kunder
1552,tt0456481,actor2,akshay kumar,director1,shirish kunder
1553,tt0456481,actor3,preity zinta,director1,shirish kunder
1554,tt0456481,actor4,anupam kher,director1,shirish kunder
1555,tt0456500,actor1,tusshar kapoor,director1,sangeeth sivan
1556,tt0456500,actor2,ritesh deshmukh,director1,sangeeth sivan
1557,tt0456500,actor3,isha koppikar,director1,sangeeth sivan
1558,tt0456500,actor4,neha dhupia,director1,sangeeth sivan
1559,tt0456549,actor1,antara mali,director1,antara mali
1560,tt0456549,actor1,antara mali,director2,satchit puranik
1561,tt0456549,actor2,ritesh deshmukh,director1,antara mali
1562,tt0456549,actor2,ritesh deshmukh,director2,satchit puranik
1563,tt0456549,actor3,divya dutta,director1,antara mali
1564,tt0456549,actor3,divya dutta,director2,satchit puranik
1565,tt0456549,actor4,aftab shivdasani,director1,antara mali
1566,tt0456549,actor4,aftab shivdasani,director2,satchit puranik
1567,tt0456558,actor1,meera,director1,soni razdan
1568,tt0456558,actor2,ashmit patel,director1,soni razdan
1569,tt0456558,actor3,koel purie,director1,soni razdan
1570,tt0456558,actor4,neena gupta,director1,soni razdan
1571,tt0457875,actor1,amitabh bachchan,director1,apoorva lakhia
1572,tt0457875,actor2,arjun rampal,director1,apoorva lakhia
1573,tt0457875,actor3,perizaad zorabian,director1,apoorva lakhia
1574,tt0457875,actor4,rucha vaidya,director1,apoorva lakhia
1575,tt0457940,actor1,vivek oberoi,director1,sujoy ghosh
1576,tt0457940,actor2,mahima chaudhry,director1,sujoy ghosh
1577,tt0457940,actor3,ayesha takia,director1,sujoy ghosh
1578,tt0457940,actor4,boman irani,director1,sujoy ghosh
1579,tt0458017,actor1,konkona sen sharma,director1,rajat kapoor
1580,tt0458017,actor2,ranvir shorey,director1,rajat kapoor
1581,tt0458017,actor3,koel purie,director1,rajat kapoor
1582,tt0458017,actor4,saurabh shukla,director1,rajat kapoor
1583,tt0458027,actor1,seema biswas,director1,deepak balraj vij
1584,tt0458027,actor2,vikram singh,director1,deepak balraj vij
1585,tt0458027,actor3,bhumika,director1,deepak balraj vij
1586,tt0458027,actor4,govind namdeo,director1,deepak balraj vij
1587,tt0459133,actor1,ashutosh rana,director1,yogesh bharadwaj
1588,tt0459133,actor2,sujeet chaubey,director1,yogesh bharadwaj
1589,tt0459133,actor3,divya desai,director1,yogesh bharadwaj
1590,tt0459133,actor4,jasvvant khera,director1,yogesh bharadwaj
1591,tt0459293,actor1,akshaye khanna,director1,feroz abbas khan
1592,tt0459293,actor2,darshan jariwala,director1,feroz abbas khan
1593,tt0459293,actor3,shefali shetty,director1,feroz abbas khan
1594,tt0459293,actor4,bhoomika chawla,director1,feroz abbas khan
1595,tt0459423,actor1,divya dutta,director1,prabhakar shukla
1596,tt0459423,actor2,arif zakaria,director1,prabhakar shukla
1597,tt0459423,actor3,rajpal yadav,director1,prabhakar shukla
1598,tt0459423,actor4,somed agarwal,director1,prabhakar shukla
1599,tt0459475,actor1,raqesh vashisth,director1,amol shetge
1600,tt0459475,actor2,dia mirza,director1,amol shetge
1601,tt0459475,actor3,aryan vaid,director1,amol shetge
1602,tt0459475,actor4,mandira bedi,director1,amol shetge
1603,tt0459605,actor1,amitabh bachchan,director1,vidhu vinod chopra
1604,tt0459605,actor2,saif ali khan,director1,vidhu vinod chopra
1605,tt0459605,actor3,sanjay dutt,director1,vidhu vinod chopra
1606,tt0459605,actor4,vidya balan,director1,vidhu vinod chopra
1607,tt0461209,actor1,fardeen khan,director1,suparn verma
1608,tt0461209,actor2,koena mitra,director1,suparn verma
1609,tt0461209,actor3,kay kay menon,director1,suparn verma
1610,tt0461209,actor4,rakhi sawant,director1,suparn verma
1611,tt0461258,actor1,shiney ahuja,director1,ruchi narain
1612,tt0461258,actor2,murad ali,director1,ruchi narain
1613,tt0461258,actor3,ahmed chaudhary,director1,ruchi narain
1614,tt0461258,actor4,gopi desai,director1,ruchi narain
1615,tt0461323,actor1,fardeen khan,director1,indra kumar
1616,tt0461323,actor1,fardeen khan,director2,kookie v. gulati
1617,tt0461323,actor2,vivek oberoi,director1,indra kumar
1618,tt0461323,actor2,vivek oberoi,director2,kookie v. gulati
1619,tt0461323,actor3,esha deol,director1,indra kumar
1620,tt0461323,actor3,esha deol,director2,kookie v. gulati
1621,tt0461323,actor4,amrita rao,director1,indra kumar
1622,tt0461323,actor4,amrita rao,director2,kookie v. gulati
1623,tt0461936,actor1,shah rukh khan,director1,farhan akhtar
1624,tt0461936,actor2,priyanka chopra,director1,farhan akhtar
1625,tt0461936,actor3,arjun rampal,director1,farhan akhtar
1626,tt0461936,actor4,isha koppikar,director1,farhan akhtar
1627,tt0463279,actor1,ashutosh rana,director1,sunil tiwari
1628,tt0463279,actor2,saadhika,director1,sunil tiwari
1629,tt0463279,actor3,sharat saxena,director1,sunil tiwari
1630,tt0463279,actor4,rocky verma,director1,sunil tiwari
1631,tt0464160,actor1,kareena kapoor,director1,priyadarshan
1632,tt0464160,actor1,kareena kapoor,director2,kookie v. gulati
1633,tt0464160,actor2,shahid kapoor,director1,priyadarshan
1634,tt0464160,actor2,shahid kapoor,director2,kookie v. gulati
1635,tt0464160,actor3,paresh rawal,director1,priyadarshan
1636,tt0464160,actor3,paresh rawal,director2,kookie v. gulati
1637,tt0464160,actor4,neha dhupia,director1,priyadarshan
1638,tt0464160,actor4,neha dhupia,director2,kookie v. gulati
1639,tt0466208,actor1,hemant birje,director1,t.l.v. prasad
1640,tt0466208,actor2,mithun chakraborty,director1,t.l.v. prasad
1641,tt0466208,actor3,jack gaud,director1,t.l.v. prasad
1642,tt0466208,actor4,brij gopal,director1,t.l.v. prasad
1643,tt0466367,actor1,samir aftab,director1,shabah shamsi
1644,tt0466367,actor2,talat aziz,director1,shabah shamsi
1645,tt0466367,actor3,tamannaah bhatia,director1,shabah shamsi
1646,tt0466367,actor4,kurush deboo,director1,shabah shamsi
1647,tt0466398,actor1,aarti chhabria,director1,kirti kumar
1648,tt0466398,actor2,jackie shroff,director1,kirti kumar
1649,tt0466398,actor3,mahesh anand,director1,kirti kumar
1650,tt0466398,actor4,rana jung bahadur,director1,kirti kumar
1651,tt0466460,actor1,anupam kher,director1,dibakar banerjee
1652,tt0466460,actor2,boman irani,director1,dibakar banerjee
1653,tt0466460,actor3,parvin dabas,director1,dibakar banerjee
1654,tt0466460,actor4,tara sharma,director1,dibakar banerjee
1655,tt0466546,actor1,nassar abdulla,director1,junaid memon
1656,tt0466546,actor2,ravi baswani,director1,junaid memon
1657,tt0466546,actor3,rakesh bedi,director1,junaid memon
1658,tt0466546,actor4,mahima chaudhry,director1,junaid memon
1659,tt0466580,actor1,sanjay chauhan,director1,ashwini chaudhary
1660,tt0466580,actor2,neha dhupia,director1,ashwini chaudhary
1661,tt0466580,actor3,sachin khedekar,director1,ashwini chaudhary
1662,tt0466580,actor4,preeti puri,director1,ashwini chaudhary
1663,tt0470398,actor1,lucky ali,director1,rajiv babbar
1664,tt0470398,actor2,meera,director1,rajiv babbar
1665,tt0470398,actor3,mukesh tiwari,director1,rajiv babbar
1666,tt0470398,actor4,nandini,director1,rajiv babbar
1667,tt0470521,actor1,salman khan,director1,saawan kumar tak
1668,tt0470521,actor2,saloni aswani,director1,saawan kumar tak
1669,tt0470521,actor3,kapil jhaveri,director1,saawan kumar tak
1670,tt0470521,actor4,prem chopra,director1,saawan kumar tak
1671,tt0470614,actor1,konkona sen sharma,director1,naseeruddin shah
1672,tt0470614,actor2,irrfan khan,director1,naseeruddin shah
1673,tt0470614,actor3,ayesha takia,director1,naseeruddin shah
1674,tt0470614,actor4,jimmy shergill,director1,naseeruddin shah
1675,tt0470869,actor1,uday chopra,director1,arjun sablok
1676,tt0470869,actor2,tanisha,director1,arjun sablok
1677,tt0470869,actor3,abhishek bachchan,director1,arjun sablok
1678,tt0470869,actor4,richa pallod,director1,arjun sablok
1679,tt0471646,actor1,ishrat ali,director1,j.d. chakravarthi
1680,tt0471646,actor2,abhay bhargav,director1,j.d. chakravarthi
1681,tt0471646,actor3,snehal dabi,director1,j.d. chakravarthi
1682,tt0471646,actor4,divya dutta,director1,j.d. chakravarthi
1683,tt0473310,actor1,amitabh bachchan,director1,ram gopal varma
1684,tt0473310,actor2,mohanlal,director1,ram gopal varma
1685,tt0473310,actor3,ajay devgn,director1,ram gopal varma
1686,tt0473310,actor4,vinod jaywant,director1,ram gopal varma
1687,tt0473367,actor1,imran khan,director1,abbas tyrewala
1688,tt0473367,actor2,genelia d'souza,director1,abbas tyrewala
1689,tt0473367,actor3,manjari phadnis,director1,abbas tyrewala
1690,tt0473367,actor4,ayaz khan,director1,abbas tyrewala
1691,tt0473567,actor1,jimmy shergill,director1,shoojit sircar
1692,tt0473567,actor2,minissha lamba,director1,shoojit sircar
1693,tt0473567,actor3,yashpal sharma,director1,shoojit sircar
1694,tt0473567,actor4,mukesh tiwari,director1,shoojit sircar
1695,tt0475627,actor1,ajay devgn,director1,john mathew matthan
1696,tt0475627,actor2,shahid kapoor,director1,john mathew matthan
1697,tt0475627,actor3,bipasha basu,director1,john mathew matthan
1698,tt0475627,actor4,amrita rao,director1,john mathew matthan
1699,tt0475645,actor1,shahid kapoor,director1,mahesh manjrekar
1700,tt0475645,actor2,amrita rao,director1,mahesh manjrekar
1701,tt0475645,actor3,sanjay dutt,director1,mahesh manjrekar
1702,tt0475645,actor4,arshad warsi,director1,mahesh manjrekar
1703,tt0476527,actor1,abhishek bachchan,director1,rohan sippy
1704,tt0476527,actor2,priyanka chopra,director1,rohan sippy
1705,tt0476527,actor3,ritesh deshmukh,director1,rohan sippy
1706,tt0476527,actor4,nana patekar,director1,rohan sippy
1707,tt0476550,actor1,amitabh bachchan,director1,rumi jaffery
1708,tt0476550,actor2,salman khan,director1,rumi jaffery
1709,tt0476550,actor3,priyanka chopra,director1,rumi jaffery
1710,tt0476550,actor4,anupam kher,director1,rumi jaffery
1711,tt0476729,actor1,rajat bedi,director1,anant mahadevan
1712,tt0476729,actor2,till dilumière,director1,anant mahadevan
1713,tt0476729,actor3,udita goswami,director1,anant mahadevan
1714,tt0476729,actor4,hendrik greis,director1,anant mahadevan
1715,tt0476762,actor1,sunny deol,director1,guddu dhanoa
1716,tt0476762,actor2,priyanka chopra,director1,guddu dhanoa
1717,tt0476762,actor3,vikas anand,director1,guddu dhanoa
1718,tt0476762,actor4,manoj bhatia,director1,guddu dhanoa
1719,tt0476805,actor1,paresh rawal,director1,priyadarshan
1720,tt0476805,actor2,om puri,director1,priyadarshan
1721,tt0476805,actor3,ritesh deshmukh,director1,priyadarshan
1722,tt0476805,actor4,reema sen,director1,priyadarshan
1723,tt0476819,actor1,saif ali khan,director1,ajay chandhok
1724,tt0476819,actor2,bipasha basu,director1,ajay chandhok
1725,tt0476819,actor3,neha dhupia,director1,ajay chandhok
1726,tt0476819,actor4,sanjay dutt,director1,ajay chandhok
1727,tt0476848,actor1,madhavan,director1,sanjay dayma
1728,tt0476848,actor2,samita bangargi,director1,sanjay dayma
1729,tt0476848,actor3,satish shah,director1,sanjay dayma
1730,tt0476848,actor4,akhilendra mishra,director1,sanjay dayma
1731,tt0476884,actor1,nana patekar,director1,milan luthria
1732,tt0476884,actor2,john abraham,director1,milan luthria
1733,tt0476884,actor3,sonali kulkarni,director1,milan luthria
1734,tt0476884,actor4,sameera reddy,director1,milan luthria
1735,tt0476888,actor1,rakesh bedi,director1,deepak tijori
1736,tt0476888,actor2,bobby darling,director1,deepak tijori
1737,tt0476888,actor3,avtar gill,director1,deepak tijori
1738,tt0476888,actor4,gulshan grover,director1,deepak tijori
1739,tt0477252,actor1,akshaye khanna,director1,abbas alibhai burmawalla
1740,tt0477252,actor1,akshaye khanna,director2,mastan alibhai burmawalla
1741,tt0477252,actor2,kareena kapoor,director1,abbas alibhai burmawalla
1742,tt0477252,actor2,kareena kapoor,director2,mastan alibhai burmawalla
1743,tt0477252,actor3,shahid kapoor,director1,abbas alibhai burmawalla
1744,tt0477252,actor3,shahid kapoor,director2,mastan alibhai burmawalla
1745,tt0477252,actor4,paresh rawal,director1,abbas alibhai burmawalla
1746,tt0477252,actor4,paresh rawal,director2,mastan alibhai burmawalla
1747,tt0477253,actor1,tanushree dutta,director1,aditya datt
1748,tt0477253,actor2,preeti ganguli,director1,aditya datt
1749,tt0477253,actor3,emraan hashmi,director1,aditya datt
1750,tt0477253,actor4,ashwini khalsekar,director1,aditya datt
1751,tt0477574,actor1,sandeep bedi,director1,adarsh jain
1752,tt0477574,actor2,mithun chakraborty,director1,adarsh jain
1753,tt0477574,actor3,roshini jaffery,director1,adarsh jain
1754,tt0477574,actor4,raushani jaffrey,director1,adarsh jain
1755,tt0477857,actor1,arshad warsi,director1,kabeer kaushik
1756,tt0477857,actor2,pankaj kapur,director1,kabeer kaushik
1757,tt0477857,actor3,mahima chaudhry,director1,kabeer kaushik
1758,tt0477857,actor4,sushant singh,director1,kabeer kaushik
1759,tt0478868,actor1,dia mirza,director1,deepak ramsay
1760,tt0478868,actor2,sadashiv amrapurkar,director1,deepak ramsay
1761,tt0478868,actor3,rita bhaduri,director1,deepak ramsay
1762,tt0478868,actor4,birbal,director1,deepak ramsay
1763,tt0479674,actor1,yunus parvez,director1,harinam singh
1764,tt0479674,actor2,mahesh raj,director1,harinam singh
1765,tt0479674,actor3,ghanshyam rohera,director1,harinam singh
1766,tt0479674,actor4,rakesh,director1,harinam singh
1767,tt0480572,actor1,rahul bose,director1,saket chaudhary
1768,tt0480572,actor2,mallika sherawat,director1,saket chaudhary
1769,tt0480572,actor3,ranvir shorey,director1,saket chaudhary
1770,tt0480572,actor4,sharat saxena,director1,saket chaudhary
1771,tt0482305,actor1,makrand deshpande,director1,m.i. raj
1772,tt0482305,actor2,kishori godbole,director1,m.i. raj
1773,tt0482305,actor3,raza murad,director1,m.i. raj
1774,tt0482305,actor4,mahavir shah,director1,m.i. raj
1775,tt0483029,actor1,vinay apte,director1,kalpana lajmi
1776,tt0483029,actor2,ashok beniwal,director1,kalpana lajmi
1777,tt0483029,actor3,chaitanya chaudhary,director1,kalpana lajmi
1778,tt0483029,actor4,rahul dev,director1,kalpana lajmi
1779,tt0483239,actor1,benjamin gilani,director1,irfan khan
1780,tt0483239,actor2,natalya gudkova,director1,irfan khan
1781,tt0483239,actor3,iqbal khan,director1,irfan khan
1782,tt0483239,actor4,asseem merchant,director1,irfan khan
1783,tt0483282,actor1,ishrat ali,director1,manish r. khandelwal
1784,tt0483282,actor2,liyaqat bari,director1,manish r. khandelwal
1785,tt0483282,actor3,mithun chakraborty,director1,manish r. khandelwal
1786,tt0483282,actor4,charulatha,director1,manish r. khandelwal
1787,tt0484279,actor1,priyanka chopra,director1,pradeep maini
1788,tt0484279,actor2,neha dhupia,director1,pradeep maini
1789,tt0484279,actor3,dolly,director1,pradeep maini
1790,tt0484279,actor4,supriya karnik,director1,pradeep maini
1791,tt0485272,actor1,salman khan,director1,nikhil advani
1792,tt0485272,actor2,priyanka chopra,director1,nikhil advani
1793,tt0485272,actor3,anil kapoor,director1,nikhil advani
1794,tt0485272,actor4,juhi chawla,director1,nikhil advani
1795,tt0485466,actor1,emraan hashmi,director1,manish sharma
1796,tt0485466,actor2,celina jaitly,director1,manish sharma
1797,tt0485466,actor3,hrishitaa bhatt,director1,manish sharma
1798,tt0485466,actor4,mahesh manjrekar,director1,manish sharma
1799,tt0485513,actor1,naseeruddin shah,director1,chandan arora
1800,tt0485513,actor2,rajpal yadav,director1,chandan arora
1801,tt0485513,actor3,rituparna sengupta,director1,chandan arora
1802,tt0485513,actor4,kay kay menon,director1,chandan arora
1803,tt0485522,actor1,aishwarya rai bachchan,director1,j.p. dutta
1804,tt0485522,actor2,shabana azmi,director1,j.p. dutta
1805,tt0485522,actor3,sunil shetty,director1,j.p. dutta
1806,tt0485522,actor4,abhishek bachchan,director1,j.p. dutta
1807,tt0485551,actor1,sherlyn chopra,director1,chander mishra
1808,tt0485551,actor2,tanaaz currim irani,director1,chander mishra
1809,tt0485551,actor3,adi irani,director1,chander mishra
1810,tt0485551,actor4,monica patel,director1,chander mishra
1811,tt0486615,actor1,salman khan,director1,vipul amrutlal shah
1812,tt0486615,actor2,om puri,director1,vipul amrutlal shah
1813,tt0486615,actor3,ajay devgn,director1,vipul amrutlal shah
1814,tt0486615,actor4,dilyana bouklieva,director1,vipul amrutlal shah
1815,tt0487148,actor1,mukesh ahuja,director1,sharique minhaj
1816,tt0487148,actor2,ishrat ali,director1,sharique minhaj
1817,tt0487148,actor3,aliza,director1,sharique minhaj
