,imdbid,metrics_x,actors,metrics_y,directors
4249,tt2186731,actor3,sanjay dutt,director1,ram gopal varma
4250,tt2186731,actor4,nathalia kaur,director1,ram gopal varma
4251,tt2186933,actor1,kunal kapoor,director1,sameer sharma
4252,tt2186933,actor2,huma qureshi,director1,sameer sharma
4253,tt2186933,actor3,vinod nagpal,director1,sameer sharma
4254,tt2186933,actor4,rajesh sharma,director1,sameer sharma
4255,tt2187167,actor1,usha bachani,director1,arshad yusuf pathan
4256,tt2187167,actor2,hazel croney,director1,arshad yusuf pathan
4257,tt2187167,actor3,pablo gonzalez,director1,arshad yusuf pathan
4258,tt2187167,actor4,patrick haider,director1,arshad yusuf pathan
4259,tt2187972,actor1,kavin dave,director1,bela segal
4260,tt2187972,actor2,kurush deboo,director1,bela segal
4261,tt2187972,actor3,boman irani,director1,bela segal
4262,tt2187972,actor4,daisy irani,director1,bela segal
4263,tt2188749,actor1,mohit baghet,director1,rumi jaffery
4264,tt2188749,actor2,sahaj bradoria,director1,rumi jaffery
4265,tt2188749,actor3,mugdha godse,director1,rumi jaffery
4266,tt2188749,actor4,shalin gupta,director1,rumi jaffery
4267,tt2188805,actor1,himanshu bhatt,director1,sanjeev reddy
4268,tt2188805,actor2,roy radhika,director1,sanjeev reddy
4269,tt2188805,actor3,akkash basnet,director1,sanjeev reddy
4270,tt2188805,actor4,rashmi gautam,director1,sanjeev reddy
4271,tt2188893,actor1,khan jahangir khan,director1,anant mahadevan
4272,tt2188893,actor2,anant mahadevan,director1,anant mahadevan
4273,tt2188893,actor3,navni parihar,director1,anant mahadevan
4274,tt2188893,actor4,chandan sanyal,director1,anant mahadevan
4275,tt2190256,actor1,anand balraj,director1,anand balraj
4276,tt2190256,actor2,sudesh berry,director1,anand balraj
4277,tt2190256,actor3,kishore anand bhanushali,director1,anand balraj
4278,tt2190256,actor4,raj singh chaudhary,director1,anand balraj
4279,tt2191164,actor1,kanika batra,director1,saad khan
4280,tt2191164,actor2,gulshan grover,director1,saad khan
4281,tt2191164,actor3,rohiet nair,director1,saad khan
4282,tt2191164,actor4,sameer kevin roy,director1,saad khan
4283,tt2191641,actor1,rana jung bahadur,director1,samir karnik
4284,tt2191641,actor2,mukul dev,director1,samir karnik
4285,tt2191641,actor3,harish,director1,samir karnik
4286,tt2191641,actor4,farida jalal,director1,samir karnik
4287,tt2191721,actor1,bipasha basu,director1,ashwini chaudhary
4288,tt2191721,actor2,helen,director1,ashwini chaudhary
4289,tt2191721,actor3,pradeep kharab,director1,ashwini chaudhary
4290,tt2191721,actor4,madhavan,director1,ashwini chaudhary
4291,tt2193145,actor1,narayan singh sisodia,director1,pradeep kumawat
4292,tt2193145,actor2,kuldeep chaturvedi,director1,pradeep kumawat
4293,tt2193145,actor3,payal kumawat,director1,pradeep kumawat
4294,tt2193145,actor4,naveen jinger,director1,pradeep kumawat
4295,tt2203308,actor1,aditya roy kapoor,director1,mohit suri
4296,tt2203308,actor2,shraddha kapoor,director1,mohit suri
4297,tt2203308,actor3,shaad randhawa,director1,mohit suri
4298,tt2203308,actor4,salil acharya,director1,mohit suri
4299,tt2207668,actor1,abishek anand,director1,dharam prakash
4300,tt2207668,actor1,abishek anand,director2,shakur sir
4301,tt2207668,actor2,zakir hussain,director1,dharam prakash
4302,tt2207668,actor2,zakir hussain,director2,shakur sir
4303,tt2207668,actor3,darshan jariwala,director1,dharam prakash
4304,tt2207668,actor3,darshan jariwala,director2,shakur sir
4305,tt2207668,actor4,vidya malvade,director1,dharam prakash
4306,tt2207668,actor4,vidya malvade,director2,shakur sir
4307,tt2208248,actor1,swara bhaskar,director1,debaloy dey
4308,tt2208248,actor2,reema debnath,director1,debaloy dey
4309,tt2208248,actor3,saurabh dubey,director1,debaloy dey
4310,tt2208248,actor4,hritu,director1,debaloy dey
4311,tt2210576,actor1,kanwaljit singh,director1,ranjan shandilya
4312,tt2210576,actor2,yashpal sharma,director1,ranjan shandilya
4313,tt2210576,actor3,malay chakrabarty,director1,ranjan shandilya
4314,tt2210576,actor4,brijendra kala,director1,ranjan shandilya
4315,tt2213054,actor1,asif basra,director1,abhishek kapoor
4316,tt2213054,actor2,digvijay deshmukh,director1,abhishek kapoor
4317,tt2213054,actor3,manav kaul,director1,abhishek kapoor
4318,tt2213054,actor4,amrita puri,director1,abhishek kapoor
4319,tt2215163,actor1,malini awasthi,director1,manish tiwary
4320,tt2215163,actor2,sandeep bose,director1,manish tiwary
4321,tt2215163,actor3,amyra dastur,director1,manish tiwary
4322,tt2215163,actor4,makrand deshpande,director1,manish tiwary
4323,tt2215477,actor1,deepika padukone,director1,sanjay leela bhansali
4324,tt2215477,actor2,ranveer singh,director1,sanjay leela bhansali
4325,tt2215477,actor3,supriya pathak,director1,sanjay leela bhansali
4326,tt2215477,actor4,sharad kelkar,director1,sanjay leela bhansali
4327,tt2216852,actor1,barun sobti,director1,adeeb rais
4328,tt2216852,actor2,shenaz treasury,director1,adeeb rais
4329,tt2216852,actor3,kavi shastri,director1,adeeb rais
4330,tt2216852,actor4,danny sura,director1,adeeb rais
4331,tt2220828,actor1,tia bajpai,director1,rahat kazmi
4332,tt2220828,actor2,brijendra kala,director1,rahat kazmi
4333,tt2220828,actor3,prashaant kumar,director1,rahat kazmi
4334,tt2220828,actor4,vipin sharma,director1,rahat kazmi
4335,tt2222550,actor1,vicky ahuja,director1,bhushan patel
4336,tt2222550,actor2,tia bajpai,director1,bhushan patel
4337,tt2222550,actor3,sharad kelkar,director1,bhushan patel
4338,tt2222550,actor4,vidya malvade,director1,bhushan patel
4339,tt2222716,actor1,anisa butt,director1,shuja ali
4340,tt2222716,actor2,ali fazal,director1,shuja ali
4341,tt2222716,actor3,gulshan grover,director1,shuja ali
4342,tt2222716,actor4,razzak khan,director1,shuja ali
4343,tt2224254,actor1,sharman joshi,director1,ajai sinha
4344,tt2224254,actor2,negar khan,director1,ajai sinha
4345,tt2224254,actor3,nigaar khan,director1,ajai sinha
4346,tt2224254,actor4,manish nagpal,director1,ajai sinha
4347,tt2224313,actor1,farooq shaikh,director1,avinash kumar singh
4348,tt2224313,actor2,deepti naval,director1,avinash kumar singh
4349,tt2224313,actor3,swara bhaskar,director1,avinash kumar singh
4350,tt2224313,actor4,amala akkineni,director1,avinash kumar singh
4351,tt2224317,actor1,ranveer singh,director1,vikramaditya motwane
4352,tt2224317,actor2,sonakshi sinha,director1,vikramaditya motwane
4353,tt2224317,actor3,adil hussain,director1,vikramaditya motwane
4354,tt2224317,actor4,vikrant massey,director1,vikramaditya motwane
4355,tt2224541,actor1,sidhant kapur,director1,amit khanna
4356,tt2224541,actor2,iris maity,director1,amit khanna
4357,tt2224541,actor3,suzanna mukherjee,director1,amit khanna
4358,tt2224541,actor4,nikhil sabharwal,director1,amit khanna
4359,tt2226666,actor1,randeep hooda,director1,pooja bhatt
4360,tt2226666,actor2,sunny leone,director1,pooja bhatt
4361,tt2226666,actor3,arunoday singh,director1,pooja bhatt
4362,tt2226666,actor4,junayeed bin fakhrul,director1,pooja bhatt
4363,tt2229842,actor1,paresh rawal,director1,aditya datt
4364,tt2229842,actor2,rajeev khandelwal,director1,aditya datt
4365,tt2229842,actor3,tina desai,director1,aditya datt
4366,tt2229842,actor4,dhruv ganesh,director1,aditya datt
4367,tt2232524,actor1,sunil shetty,director1,rajnish thakur
4368,tt2232524,actor2,udita goswami,director1,rajnish thakur
4369,tt2232524,actor3,rajpal yadav,director1,rajnish thakur
4370,tt2232524,actor4,mukesh ahuja,director1,rajnish thakur
4371,tt2234328,actor1,habeeb aidroos,director1,aziz naser
4372,tt2234328,actor2,zarine ali,director1,aziz naser
4373,tt2234328,actor3,madhulagna das,director1,aziz naser
4374,tt2234328,actor4,faheem ul haq,director1,aziz naser
4375,tt2236494,actor1,habib aazmi,director1,sanjiv jaiswal
4376,tt2236494,actor2,priya annatram,director1,sanjiv jaiswal
4377,tt2236494,actor3,pravin baby,director1,sanjiv jaiswal
4378,tt2236494,actor4,mahesh balraj,director1,sanjiv jaiswal
4379,tt2241224,actor1,asrani,director1,r.d. mallik
4380,tt2241224,actor2,mahesh manjrekar,director1,r.d. mallik
4381,tt2241224,actor3,anjan srivastav,director1,r.d. mallik
4382,tt2241224,actor4,ashish vidyarthi,director1,r.d. mallik
4383,tt2243336,actor1,omkar das manikpuri,director1,manish manikpuri
4384,tt2243336,actor2,ashish patil,director1,manish manikpuri
4385,tt2243336,actor3,pitobash,director1,manish manikpuri
4386,tt2243336,actor4,amit purohit,director1,manish manikpuri
4387,tt2246533,actor1,hemant pandey,director1,harish sharma
4388,tt2246533,actor2,sumeet sharma,director1,harish sharma
4389,tt2246533,actor3,sumeet sharma,director1,harish sharma
4390,tt2246533,actor4,aakshi khari,director1,harish sharma
4391,tt2246595,actor1,manish chaudhary,director1,vishal mahadkar
4392,tt2246595,actor2,kunal khemu,director1,vishal mahadkar
4393,tt2246595,actor3,amrita puri,director1,vishal mahadkar
4394,tt2246595,actor4,teeshay shah,director1,vishal mahadkar
4395,tt2246724,actor1,vidya balan,director1,raj kumar gupta
4396,tt2246724,actor2,emraan hashmi,director1,raj kumar gupta
4397,tt2246724,actor3,parvin dabas,director1,raj kumar gupta
4398,tt2246724,actor4,rajesh sharma,director1,raj kumar gupta
4399,tt2251552,actor1,vickrant mahajan,director1,vickrant mahajan
4400,tt2251552,actor2,kainaz motivala,director1,vickrant mahajan
4401,tt2251552,actor3,prem chopra,director1,vickrant mahajan
4402,tt2251552,actor4,deepak arora,director1,vickrant mahajan
4403,tt2253708,actor1,sanjay amar,director1,sanjay amar
4404,tt2253708,actor2,asrani,director1,sanjay amar
4405,tt2253708,actor3,neelima azim,director1,sanjay amar
4406,tt2253708,actor4,aamir bashir,director1,sanjay amar
4407,tt2255934,actor1,rani mukerji,director1,sachin kundalkar
4408,tt2255934,actor2,prithviraj sukumaran,director1,sachin kundalkar
4409,tt2255934,actor3,nirmiti sawant,director1,sachin kundalkar
4410,tt2255934,actor4,subodh bhave,director1,sachin kundalkar
4411,tt2256514,actor1,emraan hashmi,director1,shamin desai
4412,tt2256514,actor2,aditya pancholi,director1,shamin desai
4413,tt2256514,actor3,sagarika ghatge,director1,shamin desai
4414,tt2256514,actor4,neha dhupia,director1,shamin desai
4415,tt2265191,actor1,kavin dave,director1,jagdish rajpurohit
4416,tt2265191,actor2,shailesh hejmady,director1,jagdish rajpurohit
4417,tt2265191,actor3,bikramjeet kanwarpal,director1,jagdish rajpurohit
4418,tt2265191,actor4,sumit kaul,director1,jagdish rajpurohit
4419,tt2275794,actor1,imran khan,director1,punit malhotra
4420,tt2275794,actor2,kareena kapoor,director1,punit malhotra
4421,tt2275794,actor3,nizhalgal ravi,director1,punit malhotra
4422,tt2275794,actor4,anupam kher,director1,punit malhotra
4423,tt2275802,actor1,kareena kapoor,director1,prakash jha
4424,tt2275802,actor2,amitabh bachchan,director1,prakash jha
4425,tt2275802,actor3,ajay devgn,director1,prakash jha
4426,tt2275802,actor4,arjun rampal,director1,prakash jha
4427,tt2278422,actor1,asrani,director1,priyadarshan
4428,tt2278422,actor2,madhurima banerjee,director1,priyadarshan
4429,tt2278422,actor3,shakti kapoor,director1,priyadarshan
4430,tt2278422,actor4,pratima kazmi,director1,priyadarshan
4431,tt2283894,actor1,rajesh khanna,director1,ashok tyagi
4432,tt2283894,actor2,aryeman ramsay,director1,ashok tyagi
4433,tt2283894,actor3,raza murad,director1,ashok tyagi
4434,tt2283894,actor4,aryan vaid,director1,ashok tyagi
4435,tt2292625,actor1,arjun rampal,director1,prakash jha
4436,tt2292625,actor2,abhay deol,director1,prakash jha
4437,tt2292625,actor3,manoj bajpayee,director1,prakash jha
4438,tt2292625,actor4,esha gupta,director1,prakash jha
4439,tt2294685,actor1,ravi kishan,director1,manish vatsalya
4440,tt2294685,actor2,manish vatsalya,director1,manish vatsalya
4441,tt2294685,actor3,yashpal sharma,director1,manish vatsalya
4442,tt2294685,actor4,rahul kumar,director1,manish vatsalya
4443,tt2301155,actor1,john abraham,director1,sanjay gupta
4444,tt2301155,actor2,kangana ranaut,director1,sanjay gupta
4445,tt2301155,actor3,anil kapoor,director1,sanjay gupta
4446,tt2301155,actor4,vineet sharma,director1,sanjay gupta
4447,tt2306721,actor1,subhash ahuja,director1,gaurav panjwani
4448,tt2306721,actor2,syna anand,director1,gaurav panjwani
4449,tt2306721,actor3,raman atre,director1,gaurav panjwani
4450,tt2306721,actor4,rajat bhalla,director1,gaurav panjwani
4451,tt2308773,actor1,arjun kapoor,director1,habib faisal
4452,tt2308773,actor2,parineeti chopra,director1,habib faisal
4453,tt2308773,actor3,gauhar khan,director1,habib faisal
4454,tt2308773,actor4,anil rastogi,director1,habib faisal
4455,tt2308829,actor1,divya divedi,director1,ramesh modi
4456,tt2308829,actor2,sana govil,director1,ramesh modi
4457,tt2308829,actor3,jawahar jairath,director1,ramesh modi
4458,tt2308829,actor4,vishal kaushik,director1,ramesh modi
4459,tt2309764,actor1,kareena kapoor,director1,rohit shetty
4460,tt2309764,actor2,ajay devgn,director1,rohit shetty
4461,tt2309764,actor3,anupam kher,director1,rohit shetty
4462,tt2309764,actor4,yo yo honey singh,director1,rohit shetty
4463,tt2309987,actor1,paoli dam,director1,vivek agnihotri
4464,tt2309987,actor2,nikhil dwivedi,director1,vivek agnihotri
4465,tt2309987,actor3,gulshan devaiah,director1,vivek agnihotri
4466,tt2309987,actor4,saurabh dubey,director1,vivek agnihotri
4467,tt2317103,actor1,sunidhi chauhan,director1,kushal ruia
4468,tt2317103,actor2,ettienne couthino,director1,kushal ruia
4469,tt2317103,actor3,devansh doshi,director1,kushal ruia
4470,tt2317103,actor4,saptharishi ghosh,director1,kushal ruia
4471,tt2317135,actor1,nikhil dwivedi,director1,suryaveer singh bhullar
4472,tt2317135,actor2,richa chadda,director1,suryaveer singh bhullar
4473,tt2317135,actor3,mahesh balraj,director1,suryaveer singh bhullar
4474,tt2317135,actor4,kislaya dwivedi,director1,suryaveer singh bhullar
4475,tt2317337,actor1,ayushmann khurrana,director1,shoojit sircar
4476,tt2317337,actor2,yami gautam,director1,shoojit sircar
4477,tt2317337,actor3,annu kapoor,director1,shoojit sircar
4478,tt2317337,actor4,dolly ahluwalia,director1,shoojit sircar
4479,tt2318401,actor1,manisha kelkar,director1,aditya om
4480,tt2318401,actor2,arshad khan,director1,aditya om
4481,tt2318401,actor3,ashish kotwal,director1,aditya om
4482,tt2318401,actor4,aditya om,director1,aditya om
4483,tt2319889,actor1,mohammed zeeshan ayyub,director1,kunal deshmukh
4484,tt2319889,actor2,viren basoya,director1,kunal deshmukh
4485,tt2319889,actor3,manish chaudhary,director1,kunal deshmukh
4486,tt2319889,actor4,esha gupta,director1,kunal deshmukh
4487,tt2321163,actor1,prabhudheva,director1,remo
4488,tt2321163,actor2,ganesh acharya,director1,remo
4489,tt2321163,actor3,kay kay menon,director1,remo
4490,tt2321163,actor4,lauren gottlieb,director1,remo
4491,tt2321492,actor1,manoj bajpayee,director1,vikram veturi
4492,tt2321492,actor2,harish bhimani,director1,vikram veturi
4493,tt2321492,actor3,neetu chaudhary,director1,vikram veturi
4494,tt2321492,actor4,juhi chawla,director1,vikram veturi
4495,tt2323964,actor1,saqib saleem,director1,ashima chibber
4496,tt2323964,actor2,rhea chakraborty,director1,ashima chibber
4497,tt2323964,actor3,ram kapoor,director1,ashima chibber
4498,tt2323964,actor4,prabal panjabi,director1,ashima chibber
4499,tt2327389,actor1,kay kay menon,director1,rakesh mehta
4500,tt2327389,actor2,ranvir shorey,director1,rakesh mehta
4501,tt2327389,actor3,pradhuman singh,director1,rakesh mehta
4502,tt2327389,actor4,neha bhasin,director1,rakesh mehta
4503,tt2332705,actor1,rani agrawal,director1,amol shetge
4504,tt2332705,actor2,frank m. ahearn,director1,amol shetge
4505,tt2332705,actor3,suzanne bernert,director1,amol shetge
4506,tt2332705,actor4,sudha chandran,director1,amol shetge
4507,tt2337292,actor1,deepak dobriyal,director1,rajesh. k.
4508,tt2337292,actor2,priya bhatija,director1,rajesh. k.
4509,tt2337292,actor3,anshul kataria,director1,rajesh. k.
4510,tt2337292,actor4,paru uma,director1,rajesh. k.
4511,tt2338151,actor1,aamir khan,director1,rajkumar hirani
4512,tt2338151,actor2,anushka sharma,director1,rajkumar hirani
4513,tt2338151,actor3,sanjay dutt,director1,rajkumar hirani
4514,tt2338151,actor4,boman irani,director1,rajkumar hirani
4515,tt2339549,actor1,mohan agashe,director1,kabeer kaushik
4516,tt2339549,actor2,arya babbar,director1,kabeer kaushik
4517,tt2339549,actor3,neha dhupia,director1,kabeer kaushik
4518,tt2339549,actor4,rajendra gupta,director1,kabeer kaushik
4519,tt2341766,actor1,ayushmann khurrana,director1,rohan sippy
4520,tt2341766,actor2,kunaal roy kapur,director1,rohan sippy
4521,tt2341766,actor3,pooja salvi,director1,rohan sippy
4522,tt2341766,actor4,gaelyn mendonca,director1,rohan sippy
4523,tt2343417,actor1,barkha bisht,director1,pramod joshi
4524,tt2343417,actor2,balaji iyer,director1,pramod joshi
4525,tt2343417,actor3,raghavendra kadkol,director1,pramod joshi
4526,tt2343417,actor4,sachin khedekar,director1,pramod joshi
4527,tt2344678,actor1,ajay devgn,director1,sajid khan
4528,tt2344678,actor2,tamannaah bhatia,director1,sajid khan
4529,tt2344678,actor3,mahesh manjrekar,director1,sajid khan
4530,tt2344678,actor4,paresh rawal,director1,sajid khan
4531,tt2346744,actor1,ashok banthia,director1,akashaditya lama
4532,tt2346744,actor2,sudesh berry,director1,akashaditya lama
4533,tt2346744,actor3,yuvika chaudhry,director1,akashaditya lama
4534,tt2346744,actor4,prashant narayanan,director1,akashaditya lama
4535,tt2347289,actor1,pulkit samrat,director1,supavitra babul
4536,tt2347289,actor2,rajesh bakshi,director1,supavitra babul
4537,tt2347289,actor3,wamiqa gabbi,director1,supavitra babul
4538,tt2347289,actor4,amita pathak,director1,supavitra babul
4539,tt2350496,actor1,irrfan khan,director1,ritesh batra
4540,tt2350496,actor2,nimrat kaur,director1,ritesh batra
4541,tt2350496,actor3,nawazuddin siddiqui,director1,ritesh batra
4542,tt2350496,actor4,lillete dubey,director1,ritesh batra
4543,tt2353824,actor1,shona chabra,director1,sundeep malani
4544,tt2353824,actor2,raja hasan,director1,sundeep malani
4545,tt2353824,actor3,akash hora,director1,sundeep malani
4546,tt2353824,actor4,mann hora,director1,sundeep malani
4547,tt2354223,actor1,rahul bairagi,director1,manjeet singh
4548,tt2354223,actor2,dhanshree jain,director1,manjeet singh
4549,tt2354223,actor3,arbaaz khan,director1,manjeet singh
4550,tt2354223,actor4,salman khan,director1,manjeet singh
4551,tt2354407,actor1,shahid kapoor,director1,kunal kohli
4552,tt2354407,actor2,priyanka chopra,director1,kunal kohli
4553,tt2354407,actor3,prachi desai,director1,kunal kohli
4554,tt2354407,actor4,neha sharma,director1,kunal kohli
4555,tt2356180,actor1,farhan akhtar,director1,rakeysh omprakash mehra
4556,tt2356180,actor2,sonam kapoor,director1,rakeysh omprakash mehra
4557,tt2356180,actor3,pavan malhotra,director1,rakeysh omprakash mehra
4558,tt2356180,actor4,art malik,director1,rakeysh omprakash mehra
4559,tt2356959,actor1,jacky bhagnani,director1,sanjay gadhvi
4560,tt2356959,actor2,nidhi subbaiah,director1,sanjay gadhvi
4561,tt2356959,actor3,darshan jariwala,director1,sanjay gadhvi
4562,tt2356959,actor4,kiron kher,director1,sanjay gadhvi
4563,tt2357489,actor1,ram charan,director1,apoorva lakhia
4564,tt2357489,actor2,priyanka chopra,director1,apoorva lakhia
4565,tt2357489,actor3,sanjay dutt,director1,apoorva lakhia
4566,tt2357489,actor4,prakash raj,director1,apoorva lakhia
4567,tt2357926,actor1,shruti k. haasan,director1,prabhudheva
4568,tt2357926,actor2,girish taurani,director1,prabhudheva
4569,tt2357926,actor3,randhir kapoor,director1,prabhudheva
4570,tt2357926,actor4,sonu sood,director1,prabhudheva
4571,tt2358412,actor1,'chiyaan' vikram,director1,bejoy nambiar
4572,tt2358412,actor2,neil nitin mukesh,director1,bejoy nambiar
4573,tt2358412,actor3,vinay virmani,director1,bejoy nambiar
4574,tt2358412,actor4,tabu,director1,bejoy nambiar
4575,tt2359810,actor1,dhanush,director1,aanand rai
4576,tt2359810,actor2,sonam kapoor,director1,aanand rai
4577,tt2359810,actor3,mohammed zeeshan ayyub,director1,aanand rai
4578,tt2359810,actor4,swara bhaskar,director1,aanand rai
4579,tt2361148,actor1,farooq shaikh,director1,sanjay tripathy
4580,tt2361148,actor2,sarika,director1,sanjay tripathy
4581,tt2361148,actor3,raghuvir yadav,director1,sanjay tripathy
4582,tt2361148,actor4,satish shah,director1,sanjay tripathy
4583,tt2362778,actor1,raj babbar,director1,tigmanshu dhulia
4584,tt2362778,actor2,mahie gill,director1,tigmanshu dhulia
4585,tt2362778,actor3,mugdha godse,director1,tigmanshu dhulia
4586,tt2362778,actor4,rajiv gupta,director1,tigmanshu dhulia
4587,tt2367056,actor1,sagar bhangade,director1,pritish chakraborty
4588,tt2367056,actor2,mukesh bhatt,director1,pritish chakraborty
4589,tt2367056,actor3,vipul bhatt,director1,pritish chakraborty
4590,tt2367056,actor4,manmeet dhanjal,director1,pritish chakraborty
4591,tt2369154,actor1,shahid kapoor,director1,prabhudheva
4592,tt2369154,actor2,sonakshi sinha,director1,prabhudheva
4593,tt2369154,actor3,sonu sood,director1,prabhudheva
4594,tt2369154,actor4,ashish vidyarthi,director1,prabhudheva
4595,tt2372222,actor1,salman khan,director1,sajid nadiadwala
4596,tt2372222,actor2,jacqueline fernandez,director1,sajid nadiadwala
4597,tt2372222,actor3,nawazuddin siddiqui,director1,sajid nadiadwala
4598,tt2372222,actor4,randeep hooda,director1,sajid nadiadwala
4599,tt2372678,actor1,arjun kapoor,director1,abhishek varman
4600,tt2372678,actor2,alia bhatt,director1,abhishek varman
4601,tt2372678,actor3,amrita singh,director1,abhishek varman
4602,tt2372678,actor4,revathy,director1,abhishek varman
4603,tt2377938,actor1,akshay kumar,director1,neeraj pandey
4604,tt2377938,actor2,kajal agarwal,director1,neeraj pandey
4605,tt2377938,actor3,manoj bajpayee,director1,neeraj pandey
4606,tt2377938,actor4,jimmy shergill,director1,neeraj pandey
4607,tt2378057,actor1,kiran bhatia,director1,allyson patel
4608,tt2378057,actor1,kiran bhatia,director2,yash dave
4609,tt2378057,actor2,yaman chatwal,director1,allyson patel
4610,tt2378057,actor2,yaman chatwal,director2,yash dave
4611,tt2378057,actor3,maanvi gagroo,director1,allyson patel
4612,tt2378057,actor3,maanvi gagroo,director2,yash dave
4613,tt2378057,actor4,chirag jain,director1,allyson patel
4614,tt2378057,actor4,chirag jain,director2,yash dave
4615,tt2387495,actor1,harish chabbra,director1,nila madhab panda
4616,tt2387495,actor2,tannishtha chatterjee,director1,nila madhab panda
4617,tt2387495,actor3,parvin dabas,director1,nila madhab panda
4618,tt2387495,actor4,rajendra gupta,director1,nila madhab panda
4619,tt2389486,actor1,asha bhosle,director1,mahesh kodiyal
4620,tt2389486,actor2,kshitee jog,director1,mahesh kodiyal
4621,tt2389486,actor3,shivani joshi,director1,mahesh kodiyal
4622,tt2389486,actor4,ram kapoor,director1,mahesh kodiyal
4623,tt2389974,actor1,jaideep ahlawat,director1,suparn verma
4624,tt2389974,actor2,bipasha basu,director1,suparn verma
4625,tt2389974,actor3,padam bhola,director1,suparn verma
4626,tt2389974,actor4,darshan jariwala,director1,suparn verma
4627,tt2401719,actor1,chandan roy sanyal,director1,ashish r. shukla
4628,tt2401719,actor2,arfi lamba,director1,ashish r. shukla
4629,tt2401719,actor3,kumar mayank,director1,ashish r. shukla
4630,tt2401719,actor4,sonia bindra,director1,ashish r. shukla
4631,tt2402131,actor1,vivek oberoi,director1,sanjay m. khanduri
4632,tt2402131,actor2,mallika sherawat,director1,sanjay m. khanduri
4633,tt2402131,actor3,neha dhupia,director1,sanjay m. khanduri
4634,tt2402131,actor4,anshuman jha,director1,sanjay m. khanduri
4635,tt2402691,actor1,parimal aloke,director1,parimal aloke
4636,tt2402691,actor2,paru gambhir,director1,parimal aloke
4637,tt2404027,actor1,yuddvir bakolia,director1,arnab chaudhuri
4638,tt2404027,actor2,ila arun,director1,arnab chaudhuri
4639,tt2404027,actor3,anjan srivastav,director1,arnab chaudhuri
4640,tt2404027,actor4,sachin khedekar,director1,arnab chaudhuri
4641,tt2404187,actor1,akash,director1,arup dutta
4642,tt2404187,actor2,shilpa anand,director1,arup dutta
4643,tt2404187,actor3,karan mehra,director1,arup dutta
4644,tt2404187,actor4,tripta parashar,director1,arup dutta
4645,tt2404519,actor1,neil nitin mukesh,director1,sheershak anand
4646,tt2404519,actor1,neil nitin mukesh,director2,shantanu ray chhibber
4647,tt2404519,actor2,sonal chauhan,director1,sheershak anand
4648,tt2404519,actor2,sonal chauhan,director2,shantanu ray chhibber
4649,tt2404519,actor3,himani chauhan,director1,sheershak anand
4650,tt2404519,actor3,himani chauhan,director2,shantanu ray chhibber
4651,tt2404519,actor4,devraj das,director1,sheershak anand
4652,tt2404519,actor4,devraj das,director2,shantanu ray chhibber
4653,tt2404673,actor1,frank m. ahearn,director1,ajay yadav
4654,tt2404673,actor2,ramnita chaudhry,director1,ajay yadav
4655,tt2404673,actor3,preeti chauhan,director1,ajay yadav
4656,tt2404673,actor4,divya dutta,director1,ajay yadav
4657,tt2406636,actor1,j.d. chakravarthi,director1,ram gopal varma
4658,tt2406636,actor2,nitin jadhav,director1,ram gopal varma
4659,tt2406636,actor3,manisha koirala,director1,ram gopal varma
4660,tt2406636,actor4,madhu shalini,director1,ram gopal varma
4661,tt2406676,actor1,emraan hashmi,director1,kannan iyer
4662,tt2406676,actor2,konkona sen sharma,director1,kannan iyer
4663,tt2406676,actor3,kalki koechlin,director1,kannan iyer
4664,tt2406676,actor4,huma qureshi,director1,kannan iyer
4665,tt2416294,actor1,tinnu anand,director1,amrit sagar
4666,tt2416294,actor2,raj babbar,director1,amrit sagar
4667,tt2416294,actor3,akash chopra,director1,amrit sagar
4668,tt2416294,actor4,shakti kapoor,director1,amrit sagar
4669,tt2423132,actor1,nushrat bharucha,director1,luv ranjan
4670,tt2423132,actor2,kiran kumar,director1,luv ranjan
4671,tt2423132,actor3,gautam mehra,director1,luv ranjan
4672,tt2423132,actor4,sunny singh nijjar,director1,luv ranjan
4673,tt2429640,actor1,randeep hooda,director1,vishesh bhatt
4674,tt2429640,actor2,aditi rao hydari,director1,vishesh bhatt
4675,tt2429640,actor3,sara loren,director1,vishesh bhatt
4676,tt2429640,actor4,rajesh shringarpore,director1,vishesh bhatt
4677,tt2429930,actor1,nafisa ali,director1,zaid ali khan
4678,tt2429930,actor2,simer motiani,director1,zaid ali khan
4679,tt2429930,actor3,bajrangbali singh,director1,zaid ali khan
4680,tt2429930,actor4,navdip singh,director1,zaid ali khan
4681,tt2436516,actor1,saif ali khan,director1,krishna d.k.
4682,tt2436516,actor1,saif ali khan,director2,raj nidimoru
4683,tt2436516,actor2,kunal khemu,director1,krishna d.k.
4684,tt2436516,actor2,kunal khemu,director2,raj nidimoru
4685,tt2436516,actor3,vir das,director1,krishna d.k.
4686,tt2436516,actor3,vir das,director2,raj nidimoru
4687,tt2436516,actor4,anand tiwari,director1,krishna d.k.
4688,tt2436516,actor4,anand tiwari,director2,raj nidimoru
4689,tt2437954,actor1,sunny deol,director1,anil sharma
4690,tt2437954,actor2,amrita rao,director1,anil sharma
4691,tt2437954,actor3,urvashi rautela,director1,anil sharma
4692,tt2437954,actor4,prakash raj,director1,anil sharma
4693,tt2438764,actor1,kangana ranaut,director1,vishwas patil
4694,tt2438764,actor2,prakash raj,director1,vishwas patil
4695,tt2438764,actor3,mahesh manjrekar,director1,vishwas patil
